Sex;Age;Tenure;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder;Sale_MF
F;26;152;1;0;0;0;0;0;41.4603571428572;0;0;0;0;0;218.293214285714;218.293214285714;2;2;295.508928571429;295.508928571429;0;0;292.116071428571;5;5;0;0;4;1
F;71;165;1;0;0;0;0;1;72.4042857142857;0;0;0;0;1447.70964285714;203.8225;148.124285714286;5;4;223.392857142857;219.428571428571;142.857142857143;0;7.14285714285714;7;5;1;0;1;1
F;19;62;1;0;0;0;0;0;3131.22392857143;0;0;0;0;0;250.000714285714;250.000714285714;2;2;246.528571428571;246.528571428571;0;0;129.642857142857;6;6;0;0;3;1
M;52;139;2;0;0;1;0;0;3611.39785714286;0;0;0;0;0;1699.13285714286;1278.53642857143;13;10;1647.46035714286;1238.99607142857;71.4285714285714;118.721071428571;624.214285714286;27;20;1;4;11;0
M;15;53;1;0;0;0;0;0;515.335357142857;0;0;0;0;0;0;0;0;0;8.71428571428571;8.71428571428571;7.14285714285714;0;0;3;3;1;0;0;0
F;8;154;1;0;0;0;0;0;251.336071428571;0;0;0;0;0;125.000357142857;125.000357142857;2;2;128.985714285714;128.985714285714;0;0;0;3;3;0;0;0;0
F;71;104;1;1;1;0;0;0;10607.8228571429;87931.5989285714;4991.41357142857;0;0;0;4725.37;4723.01857142857;5;3;480.357142857143;480.357142857143;0;0;438.642857142857;7;7;0;0;6;0
M;52;61;1;0;0;1;0;0;2445.96642857143;0;0;345.001785714286;0;0;2985.01642857143;2234.68678571429;19;17;3729.8375;2234.68678571429;142.857142857143;423.25;914.535714285714;35;20;1;6;10;0
M;44;217;1;0;0;0;0;0;476.213214285714;0;0;0;0;0;0;0;0;0;0.893928571428572;0.893928571428572;0;0;0;1;1;0;0;0;0
M;22;8;1;0;0;0;0;0;10820.7085714286;0;0;0;0;0;1520.26678571429;1520.26678571429;2;2;562.677142857143;562.677142857143;0;241.855714285714;317.892857142857;32;32;0;21;10;0
M;32;255;1;1;10;0;0;0;30.5764285714286;12347.8471428571;0;0;0;0;701.17;695.573214285714;4;3;328.571428571429;328.571428571429;328.571428571429;0;0;1;1;1;0;0;0
M;59;56;1;0;0;0;0;0;28.5714285714286;0;0;0;0;0;336.307142857143;336.307142857143;2;2;291.191785714286;291.191785714286;0;181.947142857143;108.601785714286;13;13;0;9;3;0
F;39;105;1;0;0;0;0;0;1633.82821428571;0;0;0;0;0;0.00107142857142857;0.00107142857142857;1;1;23.1428571428571;23.1428571428571;0;23.1428571428571;0;1;1;0;1;0;1
M;46;59;1;0;0;0;0;0;2639.30857142857;0;0;0;0;0;71.4285714285714;71.4285714285714;1;1;76.1035714285714;76.1035714285714;75;1.06785714285714;0.0357142857142857;4;4;2;1;1;1
M;35;156;1;1;0;0;0;0;18896.3128571429;1025.01357142857;0;0;0;0;359.973928571429;359.965714285714;5;4;291.892857142857;291.892857142857;289.285714285714;0;0;17;17;8;0;0;0
F;51;88;1;0;0;0;0;0;97.6285714285714;0;0;0;0;0;307.143214285714;307.143214285714;3;3;414.464285714286;414.464285714286;7.14285714285714;19.6428571428571;383.821428571429;10;10;1;1;6;0
M;34;59;1;0;0;0;0;0;2754.49285714286;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;14.2857142857143;14.2857142857143;14.2857142857143;0;0;1;1;1;0;0;0
F;86;88;1;0;0;0;0;0;1813.52071428571;0;0;0;0;0;0.00964285714285714;0.00964285714285714;1;1;1805.04642857143;1805.04642857143;1071.42857142857;30.2607142857143;569.178571428571;18;18;1;3;11;0
M;29;55;1;0;0;0;0;0;1049.02464285714;0;0;0;0;0;98717.675;98717.675;8;8;44782.1860714286;44782.1860714286;23571.4285714286;515.436071428571;20428.2142857143;63;63;9;22;23;0
F;36;92;1;0;0;1;0;0;58.1;0;0;164.675357142857;0;0;626.243571428571;330.978928571429;5;3;376.243571428571;330.978928571429;35.7142857142857;0;0;5;3;1;0;0;0
F;47;28;1;0;0;0;0;0;705.8725;0;0;0;0;0;410.719285714286;410.719285714286;2;2;387.758214285714;387.758214285714;178.571428571429;46.8653571428571;157.142857142857;7;7;1;2;3;0
M;55;181;3;0;0;0;0;0;778.102857142857;0;0;0;0;0;692.011428571429;692.011428571429;3;3;982.250714285714;982.250714285714;253.571428571429;636.536428571429;85;37;37;6;27;3;0
F;23;153;1;1;0;0;0;0;181.485714285714;22492.7382142857;0;0;0;0;3650.55392857143;3623.96571428571;5;3;3620.63;3615.27142857143;0;0;3071.42857142857;6;5;0;0;2;0
M;24;83;1;0;0;0;0;0;1795.12178571429;0;0;0;0;0;168.5725;168.5725;6;6;99.9642857142857;99.9642857142857;53.5714285714286;46.3928571428572;0;2;2;1;1;0;0
F;19;38;1;1;3;0;0;0;2.045;5401.16714285714;0;0;0;0;2443.72928571429;2437.02928571429;7;6;3551.01071428572;3551.01071428572;0;438.803214285714;3108.81464285714;25;25;0;12;12;1
F;13;48;1;0;0;0;0;0;292.900714285714;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
F;71;62;1;2;0;0;0;0;273.686071428571;9222.91857142857;0;0;0;0;571.309642857143;548.645;5;4;3099.31071428571;599.310714285714;392.857142857143;107.846428571429;96.4285714285714;12;11;3;4;2;0
M;37;7;1;0;0;1;1;0;2435.47571428572;0;0;0;242.623928571429;0;1604.7025;1158.76035714286;8;4;1721.36428571429;1559.13214285714;392.857142857143;159.875;1162.66785714286;28;18;3;6;14;0
M;61;1;1;0;0;0;0;0;55934.0203571429;0;0;0;0;0;390.2775;390.2775;2;2;1950.53571428571;1950.53571428571;160.714285714286;0;0;4;4;2;0;0;0
M;64;9;1;0;0;1;0;0;714.4475;0;0;529.854642857143;0;0;1302.17785714286;1302.17785714286;2;2;610.383928571429;610.383928571429;353.169642857143;149.714285714286;104.357142857143;15;15;4;3;5;0
F;16;39;1;0;0;0;0;0;3465.53714285714;0;0;0;0;0;14.2871428571429;14.2871428571429;2;2;0;0;0;0;0;0;0;0;0;0;0
M;28;87;1;0;0;1;1;1;16.2289285714286;0;0;0;2.35714285714286;983.150714285714;2507.11321428571;1611.79428571429;31;22;2408.78178571429;1611.79428571429;117.857142857143;70.7653571428572;555.934642857143;52;24;4;4;11;0
M;30;182;1;0;0;0;0;0;0;0;0;0;0;0;911.143928571428;911.143928571428;4;4;950.121428571429;950.121428571429;535.714285714286;46.3;368.107142857143;16;16;2;5;9;0
F;38;50;1;0;0;0;0;0;358.844642857143;0;0;0;0;0;339.073214285714;339.073214285714;2;2;305.726428571429;305.726428571429;214.285714285714;26.3692857142857;61.8571428571429;9;9;2;3;2;1
F;23;99;1;0;0;0;0;0;2.7375;0;0;0;0;0;671.215714285714;671.215714285714;2;2;671.642857142857;671.642857142857;446.428571428571;0;221.607142857143;5;5;1;0;3;0
M;37;152;1;0;0;0;0;0;10020.6103571429;0;0;0;0;0;886.935;886.935;2;2;1014.07142857143;1014.07142857143;835.714285714286;0;176.428571428571;16;16;6;0;5;0
M;31;96;1;1;0;0;0;0;794.456428571429;1951.59535714286;0;0;0;0;136.9325;136.637857142857;3;2;1938.45535714286;1938.45535714286;0;672.686071428571;1261.62642857143;31;31;0;11;19;0
M;76;57;1;0;0;1;0;1;947.150714285714;0;0;0;0;384.9125;797.15;751.108214285714;3;2;761.268571428572;756.34;500;0;195.268571428571;12;10;2;0;6;0
M;57;145;1;0;0;0;0;0;903.638214285714;0;0;0;0;0;0.005;0.005;1;1;118.046428571429;118.046428571429;25;91.7964285714286;0;12;12;2;9;0;0
M;36;51;1;0;0;0;0;1;1400.93678571429;0;0;0;0;1278.5925;1703.35142857143;1593.96642857143;6;5;2107.72964285714;2096.1225;1332.14285714286;584.844642857143;54.3214285714286;38;37;6;26;2;1
F;18;39;1;0;0;0;0;0;337.473214285714;0;0;0;0;0;634.432857142857;634.432857142857;2;2;725.942142857143;725.942142857143;200;238.835;249.607142857143;49;49;8;25;5;0
M;21;150;1;0;0;0;0;0;240.963214285714;0;0;0;0;0;0.00178571428571429;0.00178571428571429;1;1;0;0;0;0;0;0;0;0;0;0;0
M;71;53;1;0;0;0;1;0;375.584642857143;0;0;0;1055.20107142857;0;993.895714285714;712.322857142857;8;2;951.3925;712.825714285714;300;253.566785714286;120.857142857143;34;10;3;22;4;0
F;49;150;1;0;0;0;0;0;2916.7925;0;0;0;0;0;357.148928571429;357.148928571429;2;2;869.029642857143;869.029642857143;232.142857142857;184.993928571429;448.392857142857;24;24;2;11;10;0
M;55;35;1;0;0;1;0;2;5558.47535714286;0;0;707.393214285714;0;10121.4707142857;1650.42642857143;1607.65178571429;6;5;2203.4525;2203.4525;553.571428571429;339.720357142857;545.571428571429;22;22;4;9;5;0
F;64;150;1;0;0;0;0;0;5265.11678571429;0;0;0;0;0;478.82;478.82;2;2;462.743928571429;462.743928571429;0;73.6185714285714;385.518214285714;18;18;0;12;5;0
M;68;135;1;0;0;1;0;0;2.91428571428571;0;0;924.891428571429;0;0;643.589285714286;643.589285714286;2;2;272.446428571429;272.446428571429;0;167.125;98.1785714285714;6;6;0;3;2;1
F;27;164;2;1;0;0;0;0;8055.42035714286;37569.4667857143;0;0;0;0;583.910357142857;566.0725;4;2;563.626785714286;563.626785714286;0;128.176785714286;414.25;19;19;0;10;7;0
M;23;188;1;1;3;0;0;0;193.5725;10743.7414285714;0;0;0;0;2.57678571428571;0.00892857142857143;4;1;1.3225;0.892857142857143;0;0;0;2;1;0;0;0;1
M;68;172;1;0;0;0;0;0;158.768928571429;0;0;0;0;0;60.715;60.715;2;2;43.1785714285714;43.1785714285714;21.4285714285714;3.42857142857143;17.8571428571429;9;9;2;5;1;0
F;32;145;3;1;1;0;0;0;104.601785714286;4644.82071428571;15094.395;0;0;0;923.169285714286;922.093214285714;4;3;342.678571428571;342.678571428571;178.571428571429;0;159.5;7;7;1;0;5;0
F;68;19;1;1;0;0;0;0;819.351785714286;32160.1657142857;0;0;0;0;483.448571428571;478.064642857143;4;2;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;29;106;1;0;0;0;0;0;27.0357142857143;0;0;0;0;0;0.00607142857142857;0.00607142857142857;1;1;0;0;0;0;0;0;0;0;0;0;0
M;65;14;1;1;4;0;0;0;3135.42964285714;15743.1203571429;3678.57142857143;0;0;0;2812.75678571429;2800.18857142857;8;6;804.173928571429;804.173928571429;0;0;192.745357142857;6;6;0;0;3;1
M;61;11;1;0;1;1;1;0;22.2910714285714;0;178571.428571429;0;30.9285714285714;0;7830.30964285714;4444.76821428571;22;13;7356.99678571429;4700.99678571429;89.2857142857143;787.1375;882.357142857143;31;14;2;7;3;0
M;61;83;1;0;0;1;0;0;13648.4596428571;0;0;0;0;0;1963.22107142857;1681.17857142857;35;30;2747.33571428571;2039.0875;164.285714285714;883.687857142857;703.142857142857;96;74;8;40;17;1
F;52;1;1;0;0;1;0;1;658.587857142857;0;0;0;0;5781.3475;3313.66464285714;1974.87071428571;25;20;3696.16964285714;1903.44214285714;553.571428571429;0;429.571428571429;37;19;5;0;9;0
F;2;70;1;2;1;0;0;0;84.1442857142857;69302.3928571429;45697.5721428572;0;0;0;1729.07964285714;1726.96607142857;4;3;1429.57142857143;1429.57142857143;732.142857142857;249.392857142857;444.642857142857;18;18;4;10;3;0
M;53;25;1;0;0;1;0;0;469.4325;0;0;0;0;0;107.154285714286;107.154285714286;3;3;462.717857142857;462.717857142857;0;0;247.142857142857;7;7;0;0;3;0
M;51;30;1;0;0;0;0;0;5942.16;0;0;0;0;0;214.286785714286;214.286785714286;2;2;156.437142857143;156.437142857143;0;0;0;4;4;0;0;0;0
F;65;71;1;0;0;1;0;0;1911.49142857143;0;0;0;0;0;729.275714285714;729.275714285714;2;2;541.25;541.25;535.714285714286;0;0;3;3;1;0;0;0
M;34;150;1;0;0;0;0;0;1.27857142857143;0;0;0;0;0;35.7142857142857;35.7142857142857;1;1;0;0;0;0;0;0;0;0;0;0;1
M;82;62;1;0;0;0;0;0;107.142857142857;0;0;0;0;0;1663.39464285714;1663.39464285714;3;3;1509.16071428571;1509.16071428571;392.857142857143;0;572.75;19;19;2;0;13;0
M;21;10;1;0;0;0;0;0;838.639642857143;0;0;0;0;0;7913.39857142857;7913.39857142857;5;5;1027.41785714286;1027.41785714286;428.571428571429;11.6785714285714;213.535714285714;12;12;3;1;4;1
F;10;159;1;0;0;0;0;0;283.605;0;0;0;0;0;0.0217857142857143;0.0217857142857143;1;1;0.893928571428572;0.893928571428572;0;0;0;1;1;0;0;0;1
M;79;145;1;1;1;0;0;0;431.346428571429;6657.72035714286;4239.06035714286;0;0;0;557.110714285714;555.836785714286;3;2;448.607142857143;448.607142857143;285.714285714286;0;160.714285714286;4;4;1;0;2;0
M;34;48;1;1;4;0;0;0;819.151785714286;1816.0475;210.357142857143;0;0;0;1234.19642857143;876.253214285714;6;3;925.325;925.325;328.571428571429;94.2178571428571;502.535714285714;14;14;3;2;9;1
M;40;88;1;0;0;0;0;0;633.703928571429;0;0;0;0;0;157.071785714286;157.071785714286;5;5;144.045357142857;144.045357142857;46.4285714285714;96.3667857142857;0;9;9;1;7;0;0
M;21;80;1;0;0;0;0;0;2279.74285714286;0;0;0;0;0;1785.73785714286;1785.73785714286;2;2;2933.65;2933.65;0;94.75;2371.85714285714;18;18;0;1;14;0
F;64;2;1;1;0;0;0;0;7.6275;18634.06;0;0;0;0;10.9110714285714;0;1;0;0;0;0;0;0;0;0;0;0;0;0
F;25;119;1;0;0;1;0;1;1450.235;0;0;0;0;360.354642857143;1157.13892857143;1064.65285714286;7;4;747.058214285714;724.879642857143;303.571428571429;0;281.142857142857;13;11;2;0;5;0
M;70;54;2;0;3;0;0;1;40.1910714285714;0;0;0;0;3708.25392857143;1397.01035714286;1225.66321428571;6;5;931.164642857143;929.378928571429;0;0;739.414642857143;13;12;0;0;9;0
F;63;181;1;0;0;0;0;1;3813.86892857143;0;0;0;0;4128.4;879.4425;841.468571428571;6;4;1030.4175;1022.02464285714;625;33.8817857142857;228.785714285714;26;23;7;3;4;0
M;46;24;1;0;0;0;1;0;3002.50392857143;0;0;0;1020.84607142857;0;2312.15214285714;2234.50892857143;8;3;1899.01321428571;1821.40392857143;766.095714285714;251.690714285714;414.607142857143;25;21;3;6;5;0
M;24;97;2;0;0;1;0;0;176.8125;0;0;0;0;0;1513.675;1200.98392857143;13;11;1550.39571428571;1200.98392857143;457.142857142857;21.4;408.071428571429;22;13;2;1;6;1
F;29;101;1;0;0;0;0;0;1021.69464285714;0;0;0;0;0;1071.445;1071.445;2;2;859.217857142857;859.217857142857;0;0;0;4;4;0;0;0;0
F;27;169;1;0;0;0;0;0;111.173214285714;0;0;0;0;0;690.924285714286;690.924285714286;3;3;699.967857142857;699.967857142857;209.82;327.116785714286;151.785714285714;50;50;10;29;1;0
M;37;68;1;0;0;0;0;0;4314.88642857143;0;0;0;0;0;281.812857142857;281.812857142857;2;2;0;0;0;0;0;0;0;0;0;0;0
F;27;173;1;0;0;0;0;0;5.34285714285714;0;0;0;0;0;457.680714285714;457.680714285714;3;3;165.717857142857;165.717857142857;0;0;0;3;3;0;0;0;0
F;39;12;2;0;1;0;0;0;42.6189285714286;0;759.150714285714;0;0;0;1076.22214285714;1076.22214285714;2;2;1078.76321428571;1078.76321428571;0;0;0;4;4;0;0;0;0
M;23;102;1;0;0;0;0;0;529.085714285714;0;0;0;0;0;253.596785714286;253.596785714286;2;2;731.906428571429;731.906428571429;535.714285714286;190.477857142857;0;15;15;4;7;0;0
M;32;103;1;0;0;1;0;1;0.536071428571429;0;0;0;0;1384.71142857143;4011.99964285714;2849.8675;19;15;3684.07321428571;2489.4925;850;310.675357142857;134.285714285714;34;21;4;8;4;1
M;29;34;1;1;18;0;0;0;0;0;3687.26;0;0;0;1430.57714285714;1428.5825;3;2;1508.78571428571;80.2142857142857;0;80.2142857142857;0;2;1;0;1;0;1
F;42;174;1;1;26;0;0;0;7.10714285714286;0.00892857142857143;0;0;0;0;6273.76928571429;6271.61857142857;5;4;2366.92857142857;2366.92857142857;2142.85714285714;0;222.535714285714;7;7;2;0;2;1
M;25;8;1;0;0;0;0;0;89.0225;0;0;0;0;0;0.0117857142857143;0.0117857142857143;1;1;1366.31392857143;1366.31392857143;53.5714285714286;351.950357142857;891.327857142857;31;31;1;21;4;0
F;35;152;1;0;0;0;0;0;87.9175;0;0;0;0;0;275.001785714286;275.001785714286;3;3;353.534285714286;353.534285714286;0;350.141428571429;0;7;7;0;6;0;0
F;69;92;1;0;0;0;0;0;11.1782142857143;0;0;0;0;0;35.7146428571429;35.7146428571429;2;2;103.571428571429;103.571428571429;35.7142857142857;44.3214285714286;23.5357142857143;6;6;1;2;3;0
M;51;233;1;0;0;0;1;1;31681.4946428571;0;0;0;112.228214285714;2304.64;925.198214285714;788.293928571429;8;4;1251.58642857143;1226.04321428571;571.428571428571;350.915357142857;148.035714285714;26;21;2;10;4;0
F;79;213;1;0;0;1;1;1;0;0;0;0;1.17857142857143;120.676071428571;4778.45642857143;4118.97107142857;40;28;4534.12428571429;4052.72107142857;1650;534.75;1150.28571428571;102;69;7;34;18;1
M;36;19;1;0;0;0;0;0;241.278214285714;0;0;0;0;0;309.286428571429;309.286428571429;3;3;292.535714285714;292.535714285714;192.857142857143;0;99.4642857142857;8;8;5;0;2;0
M;43;142;1;0;0;0;0;0;3388.04178571429;0;0;0;0;0;17.8575;17.8575;2;2;6.42857142857143;6.42857142857143;0;5.96428571428571;0;2;2;0;1;0;0
F;25;46;1;0;0;0;0;0;1706.41964285714;0;0;0;0;0;0;0;0;0;1.21821428571429;1.21821428571429;0;0;0;1;1;0;0;0;0
F;23;145;1;1;0;0;0;0;65.3078571428572;10105.8296428571;0;0;0;0;1423.46;1420.73107142857;4;3;817.373571428571;817.373571428571;214.285714285714;470.695;130.107142857143;14;14;1;10;2;1
F;58;15;1;0;0;1;0;0;9.98;0;0;293.182142857143;0;0;253.5925;253.5925;2;2;712.519285714286;712.519285714286;89.2857142857143;199.876428571429;420.857142857143;18;18;2;6;8;0
M;31;6;1;0;0;0;0;0;4069.93428571429;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;24;33;1;1;0;1;1;1;124.165357142857;0.481071428571429;0;98.2817857142857;211.146428571429;10166.9857142857;1583.96785714286;1377.1975;22;13;1928.22142857143;1673.41821428571;428.571428571429;447.138571428571;467.25;61;48;5;20;16;0
F;55;117;1;0;0;1;1;2;393.883571428571;0;0;2055.32535714286;0.714285714285714;11060.5339285714;2741.91714285714;2658.02857142857;11;6;1344.475;1340.01071428571;339.285714285714;333.832142857143;490.25;32;27;3;7;14;0
F;55;123;1;0;3;1;0;0;420.801428571429;0;314723.165;0;0;0;914.289642857143;914.289642857143;5;5;652.516785714286;652.516785714286;85.6964285714286;432.356428571429;129.071428571429;15;15;2;7;4;0
F;35;190;1;0;0;0;0;0;52.5264285714286;0;0;0;0;0;114.300714285714;114.300714285714;2;2;689.184285714286;689.184285714286;256.369285714286;424.926428571429;0;12;12;2;7;0;0
F;64;150;1;0;0;0;0;0;401.1625;0;0;0;0;0;1420.69571428571;1420.69571428571;4;4;1960.92142857143;1960.92142857143;282.142857142857;175.35;1494.5;14;14;1;7;5;0
F;60;64;1;0;0;0;0;0;379.348571428571;0;0;0;0;0;982.151785714286;982.151785714286;3;3;831.875714285714;831.875714285714;0;159.454642857143;627.563928571429;17;17;0;5;8;0
M;33;31;1;0;0;1;0;0;0.448214285714286;0;0;1776.06535714286;0;0;1673.4525;1537.3425;25;22;2004.63821428571;1731.51107142857;53.5714285714286;500.704642857143;861.928571428572;66;52;1;31;14;0
F;46;170;1;0;0;1;0;0;231.268571428571;0;0;0;0;0;854.556428571429;854.556428571429;4;4;502.928571428572;502.928571428572;285.714285714286;54.8214285714286;159;11;11;2;3;5;0
F;67;27;1;1;2;1;0;0;2253.88571428571;405.614285714286;0;166.207142857143;0;0;5500.92178571429;5499.16678571429;13;10;526.214285714286;526.214285714286;267.857142857143;0;244.607142857143;8;8;1;0;5;1
F;67;51;1;0;0;0;0;0;232.558928571429;0;0;0;0;0;305.396071428571;305.396071428571;4;4;25.4285714285714;25.4285714285714;0;0;23.25;2;2;0;0;1;0
F;75;6;1;0;0;0;0;0;2538.93142857143;0;0;0;0;0;535.396785714286;535.396785714286;5;5;725.497857142857;725.497857142857;50;318.355;357.142857142857;19;19;5;13;1;0
F;41;0;1;3;1;0;0;0;5239.47107142857;255.238928571429;113.216785714286;0;0;0;10.4696428571429;0;1;0;0;0;0;0;0;0;0;0;0;0;0
M;53;65;1;0;0;0;0;0;4577.445;0;0;0;0;0;847.835357142857;847.835357142857;2;2;260.285714285714;260.285714285714;0;0;257.25;7;7;0;0;6;1
M;48;18;1;1;2;1;0;0;1329.59821428571;0.00714285714285714;6071.72071428571;0;0;0;954.621785714286;824.806428571429;13;10;888.4675;758.876071428572;178.571428571429;114.682142857143;93.8571428571429;22;18;3;6;2;0
M;54;172;1;0;0;1;0;0;0;0;0;62.7025;0;0;1085.50785714286;952.457142857143;15;13;1252.26214285714;998.734285714286;0;291.497857142857;258.321428571429;51;40;0;25;9;1
M;22;45;1;0;0;1;0;1;35454.3;0;0;12.34;0;1651.29964285714;3153.45821428571;1986.25464285714;42;35;2921.86607142857;2037.36178571429;112.13;222.463928571429;457.357142857143;66;36;6;11;7;0
M;16;179;1;0;0;0;0;0;727.323571428572;0;0;0;0;0;164.643571428571;164.643571428571;3;3;151.828571428571;151.828571428571;17.8571428571429;115.471428571429;16.3214285714286;12;12;1;9;1;0
M;82;151;1;0;0;0;0;0;10.6446428571429;0;0;0;0;0;418.901428571429;418.901428571429;2;2;269.603571428571;269.603571428571;71.4285714285714;132.925;62.6428571428572;11;11;1;6;3;0
F;69;219;1;0;0;0;0;0;31.7857142857143;0;0;0;0;0;107.143214285714;107.143214285714;2;2;107.857142857143;107.857142857143;107.142857142857;0;0;3;3;2;0;0;0
F;71;171;1;1;0;1;1;0;8214.665;86661.1382142857;0;0;1.42857142857143;0;1849.12607142857;1696.1325;16;10;3103.26714285714;2210.80571428571;678.571428571429;661.706071428572;736.285714285714;87;75;16;31;16;0
F;33;0;1;1;0;1;0;0;7.14285714285714;3684.86392857143;0;0;0;0;4396.20714285714;4272.80571428571;7;5;6316.8;4945.84;1250;0;3468.27285714286;21;19;1;0;15;1
F;33;128;1;1;0;0;0;0;467.138214285714;21.5342857142857;0;0;0;0;2501.04607142857;2500.00285714286;7;6;4964.96428571429;2464.96428571429;1250;0;1211.39285714286;25;20;5;0;11;0
M;19;260;1;0;0;1;0;1;2723.98035714286;0;0;0;0;4239.8775;884.592857142857;865.297142857143;3;2;929.517857142857;925.625;285.714285714286;190.814285714286;178.642857142857;28;26;3;9;7;0
F;22;103;1;1;0;0;0;0;602.111785714286;5384.08642857143;0;0;0;0;143.573214285714;143.040714285714;3;2;53.5714285714286;53.5714285714286;53.5714285714286;0;0;1;1;1;0;0;0
M;36;152;1;0;0;0;0;0;4143.04357142857;0;0;0;0;0;657.161428571429;657.161428571429;3;3;728.982142857143;728.982142857143;321.428571428571;26.2321428571429;368.535714285714;9;9;2;3;2;0
F;69;168;1;0;0;0;0;0;2.90892857142857;0;0;0;0;0;635.217857142857;635.217857142857;2;2;1128.74642857143;1128.74642857143;342.857142857143;34.7107142857143;748.464285714286;14;14;2;2;9;0
F;21;73;1;0;0;0;0;0;19180.7660714286;0;0;0;0;0;385.716071428571;385.716071428571;3;3;343.748214285714;343.748214285714;78.5714285714286;93.7482142857143;171.428571428571;22;22;6;13;3;0
F;77;79;1;0;0;0;0;0;1780.15285714286;0;0;0;0;0;1142.8625;1142.8625;4;4;692.178571428572;692.178571428572;0;0;688.571428571429;13;13;0;0;12;1
F;53;53;1;1;0;1;0;0;213.068571428571;3877.46428571429;0;0;0;0;1161.53607142857;1160.87035714286;4;3;699.578214285714;699.578214285714;178.571428571429;65.6496428571429;455.25;14;14;1;1;11;0
F;85;205;1;1;0;1;1;0;5308.645;23934.5082142857;0;0;0;0;2298.92285714286;1974.2225;9;4;1814.26892857143;1474.00107142857;535.714285714286;336.743214285714;609.453571428572;37;19;3;15;12;0
F;6;172;1;0;0;0;0;0;1824.04;0;0;0;0;0;655.212857142857;655.212857142857;2;2;691.853571428572;691.853571428572;500;189.889285714286;0;9;9;1;7;0;1
M;28;68;1;1;0;0;0;0;1845.12071428571;45528.4417857143;0;0;0;0;866.2775;865.751428571429;4;3;752.285714285714;752.285714285714;107.142857142857;0;642.857142857143;8;8;3;0;3;0
F;27;119;1;0;0;0;0;0;5.6325;0;0;0;0;0;515.787857142857;515.787857142857;4;4;421.821428571429;421.821428571429;60.7142857142857;238.892857142857;121.785714285714;10;10;2;3;4;0
F;21;233;1;0;0;0;0;0;25428.1114285714;0;0;0;0;0;527.929642857143;527.929642857143;3;3;887.817857142857;887.817857142857;635.714285714286;27.1035714285714;221.428571428571;14;14;7;3;3;1
F;42;149;1;0;0;0;0;0;5320.35321428572;0;0;0;0;0;8209.62428571429;8209.62428571429;9;9;6043.20392857143;6043.20392857143;1438.96071428571;1624.59035714286;2950.75;75;75;12;37;15;0
M;69;152;1;1;0;0;0;0;38.045;40400.5164285714;0;0;0;0;692.891785714286;632.144285714286;10;7;391.868928571429;391.868928571429;0;0;386.107142857143;18;18;0;0;15;0
M;68;177;1;0;0;1;0;1;0.000357142857142857;0;0;0;0;2190.59107142857;3125.23571428571;2350.91428571429;37;32;3188.39928571429;2350.91428571429;428.571428571429;162.260714285714;970.642857142857;66;37;6;7;17;0
F;18;150;1;0;0;0;1;1;18364.8185714286;0;0;0;119.842857142857;1361.01821428571;1209.17142857143;1068.62428571429;11;6;1582.96964285714;1569.3625;364.285714285714;389.248214285714;615.792857142857;50;44;5;23;11;0
M;47;86;1;0;0;1;1;0;3044.59892857143;0;0;0;512.8;0;2450.17464285714;1928.65642857143;13;7;2266.72892857143;1787.4875;89.2857142857143;753.819642857143;911.288214285714;53;18;1;34;13;1
F;28;80;1;0;1;1;0;0;2282.52428571429;0;0;793.671071428572;0;0;2921.69285714286;2042.00785714286;8;3;3113.43607142857;2042;0;0;1162.32142857143;9;4;0;0;3;0
M;67;28;1;1;1;1;0;0;28.8382142857143;2236.03142857143;39221.835;0;0;0;1587.76142857143;1586.80857142857;9;7;2606.63607142857;2453.33392857143;250;215.875;1795.35714285714;35;31;3;10;12;0
M;33;83;1;1;0;0;0;0;48.9867857142857;8421.00464285714;0;0;0;0;324.366071428571;323.2625;3;2;233.464285714286;233.464285714286;178.571428571429;0;53.5714285714286;4;4;1;0;1;0
F;26;64;1;0;0;0;0;0;53.3857142857143;0;0;0;0;0;575.000357142857;575.000357142857;9;9;575;575;575;0;0;8;8;8;0;0;0
M;69;46;1;1;0;0;1;0;907.085357142857;638.662857142857;0;0;283.809285714286;0;797.816785714286;729.467142857143;7;2;409.913214285714;389.226428571429;300;0;39.7857142857143;19;14;7;0;3;0
M;48;16;2;0;0;1;0;0;4180.6975;0;0;0;0;0;1442.83785714286;1151.65285714286;23;21;1661.20107142857;1207.90642857143;507.142857142857;331.15;75.1785714285714;55;36;6;21;2;0
